libelle_fr,libelle_ar,year,value,city,base_year
Loyers effectifs,الكراء الفعلي,2017,111.1,beni_mellal,2006
Services hospitaliers,الخدمات الإستشفائية,2016,100.0,agadir,2006
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2020,100.0,agadir,2017
Tabac,التبغ,2017,123.8,guelmim,2006
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2016,108.6,agadir,2006
Produits alimentaires,المواد الغذائية,2017,125.2,dakhla,2006
Services de restauration,خدمات المطاعم,2019,100.0,guelmim,2017
Chaussures,الأحذية,2018,107.4,fes,2006
Biens et services divers,مواد وخدمات اخرى,2016,123.2,beni_mellal,2006
Loisirs et culture,الترفيه والثقافة,2018,99.7,marrakech,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2019,101.3,casablanca,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,101.9,rabat,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2018,101.2,rabat,2017
Produits alimentaires,المواد الغذائية,2021,102.9,rabat,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2019,100.7,rabat,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2021,124.8,rabat,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2020,120.5,rabat,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2019,119.6,rabat,2017
Boissons alcoolisées,المشروبات الكحولية,2021,100.2,rabat,2017
Boissons alcoolisées,المشروبات الكحولية,2019,97.5,rabat,2017
Tabac,التبغ,2021,126.5,rabat,2017
Tabac,التبغ,2020,122.1,rabat,2017
Articles d'habillement et chaussures,الملابس والأحذية,2021,108.0,rabat,2017
Articles d'habillement et chaussures,الملابس والأحذية,2020,104.1,rabat,2017
Articles d'habillement et chaussures,الملابس والأحذية,2019,103.3,rabat,2017
Articles d'habillement,الملابس,2021,105.5,rabat,2017
Articles d'habillement,الملابس,2018,100.7,rabat,2017
Chaussures,الأحذية,2021,119.2,rabat,2017
Chaussures,الأحذية,2020,110.4,rabat,2017
Chaussures,الأحذية,2019,107.3,rabat,2017
Chaussures,الأحذية,2018,103.2,rabat,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2020,100.7,rabat,2017
Loyers effectifs,الكراء الفعلي,2020,101.9,rabat,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2021,100.0,rabat,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2018,100.3,rabat,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2021,100.0,rabat,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2021,100.4,rabat,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2020,100.2,rabat,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2019,100.2,rabat,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2018,100.1,rabat,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2020,101.0,rabat,2017
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2020,107.2,rabat,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2020,100.7,rabat,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2019,101.4,rabat,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2018,102.1,rabat,2017
Appareils ménagers,الأجهزة المنزلية,2019,100.3,rabat,2017
Appareils ménagers,الأجهزة المنزلية,2018,100.2,rabat,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2019,100.5,rabat,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2018,100.5,rabat,2017
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2021,113.7,rabat,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,100.2,rabat,2017
Santé,الصحة,2021,102.7,rabat,2017
Santé,الصحة,2020,102.7,rabat,2017
Santé,الصحة,2018,99.7,rabat,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2020,98.1,rabat,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2019,98.8,rabat,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2018,99.4,rabat,2017
Services ambulatoires,الخدمات الإسعافية,2019,100.1,rabat,2017
Services hospitaliers,الخدمات الإستشفائية,2021,100.0,rabat,2017
Transport,النقل,2021,105.9,rabat,2017
Transport,النقل,2020,101.2,rabat,2017
Transport,النقل,2019,102.6,rabat,2017
Achat de véhicules,شراء العربات,2020,102.5,rabat,2017
Achat de véhicules,شراء العربات,2018,99.9,rabat,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2021,101.1,rabat,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2020,95.1,rabat,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,103.5,rabat,2017
Services de transport,خدمات النقل,2021,112.5,rabat,2017
Services de transport,خدمات النقل,2020,110.5,rabat,2017
Services de transport,خدمات النقل,2019,104.8,rabat,2017
Services de transport,خدمات النقل,2018,102.5,rabat,2017
Communications,المواصلات,2021,106.4,rabat,2017
Communications,المواصلات,2020,106.4,rabat,2017
Communications,المواصلات,2018,101.4,rabat,2017
Services postaux,خدمات بريدية,2021,100.0,rabat,2017
Services postaux,خدمات بريدية,2020,100.0,rabat,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2020,95.6,rabat,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2018,96.8,rabat,2017
Loisirs et culture,الترفيه والثقافة,2019,100.8,rabat,2017
Loisirs et culture,الترفيه والثقافة,2018,101.5,rabat,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2020,97.4,rabat,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2019,100.0,rabat,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2018,100.0,rabat,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2021,98.1,rabat,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2020,98.3,rabat,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,98.0,rabat,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2018,97.8,rabat,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2021,104.4,rabat,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2018,102.8,rabat,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2021,103.2,rabat,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2021,108.6,rabat,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2020,108.6,rabat,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2018,100.0,rabat,2017
Enseignement,التعليم,2021,108.4,rabat,2017
Enseignement,التعليم,2018,102.7,rabat,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2021,111.0,rabat,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2020,108.2,rabat,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2019,104.0,rabat,2017
Enseignement secondaire,التعليم الثانوي,2019,103.1,rabat,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2020,111.5,rabat,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2019,111.5,rabat,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2018,111.5,rabat,2017
Enseignement supérieur,التعليم العالي,2020,101.4,rabat,2017
Enseignement supérieur,التعليم العالي,2019,101.4,rabat,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2021,100.0,rabat,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2020,100.0,rabat,2017
Restaurants et hôtels,مطاعم وفنادق,2021,101.5,rabat,2017
Restaurants et hôtels,مطاعم وفنادق,2018,100.4,rabat,2017
Services de restauration,خدمات المطاعم,2021,102.1,rabat,2017
Services de restauration,خدمات المطاعم,2020,101.4,rabat,2017
Services de restauration,خدمات المطاعم,2019,101.1,rabat,2017
Services d'hébergement,خدمات الإيواء,2021,98.7,rabat,2017
Services d'hébergement,خدمات الإيواء,2020,99.4,rabat,2017
Services d'hébergement,خدمات الإيواء,2019,102.9,rabat,2017
Soins corporels,العناية بالجسد,2019,101.7,rabat,2017
Soins corporels,العناية بالجسد,2018,101.1,rabat,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2021,100.3,rabat,2017
Assurance,التأمين,2021,106.5,rabat,2017
Assurance,التأمين,2019,100.0,rabat,2017
Assurance,التأمين,2018,100.0,rabat,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,102.0,oujda,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2019,101.2,oujda,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2018,103.1,oujda,2017
Produits alimentaires,المواد الغذائية,2021,102.6,oujda,2017
Produits alimentaires,المواد الغذائية,2020,102.1,oujda,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2021,100.3,oujda,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2021,126.0,oujda,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2020,121.8,oujda,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2019,120.8,oujda,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2018,108.5,oujda,2017
Boissons alcoolisées,المشروبات الكحولية,2021,108.0,oujda,2017
Boissons alcoolisées,المشروبات الكحولية,2019,108.0,oujda,2017
Tabac,التبغ,2021,126.5,oujda,2017
Tabac,التبغ,2018,108.7,oujda,2017
Articles d'habillement et chaussures,الملابس والأحذية,2021,100.4,oujda,2017
Articles d'habillement,الملابس,2021,100.5,oujda,2017
Articles d'habillement,الملابس,2020,100.7,oujda,2017
Articles d'habillement,الملابس,2018,102.0,oujda,2017
Chaussures,الأحذية,2021,100.0,oujda,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2021,100.9,oujda,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2019,100.5,oujda,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2018,100.6,oujda,2017
Loyers effectifs,الكراء الفعلي,2021,100.4,oujda,2017
Loyers effectifs,الكراء الفعلي,2020,100.2,oujda,2017
Loyers effectifs,الكراء الفعلي,2019,100.2,oujda,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2021,106.6,oujda,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2018,104.7,oujda,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2021,100.0,oujda,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2020,100.0,oujda,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2019,100.0,oujda,2017
Alimentation en eau et services divers liés au logement,التزويد بالماء وخدمات مختلفة متعلقة بالسكن,2018,100.0,oujda,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2021,99.8,oujda,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2020,99.7,oujda,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2019,99.6,oujda,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2019,101.1,oujda,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2018,100.3,oujda,2017
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2018,100.3,oujda,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2021,105.2,oujda,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2020,104.9,oujda,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2019,104.8,oujda,2017
Appareils ménagers,الأجهزة المنزلية,2021,102.1,oujda,2017
Appareils ménagers,الأجهزة المنزلية,2020,100.6,oujda,2017
Appareils ménagers,الأجهزة المنزلية,2018,100.2,oujda,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2021,99.6,oujda,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2020,100.1,oujda,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2019,100.1,oujda,2017
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2020,99.7,oujda,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2021,102.7,oujda,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2020,103.0,oujda,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2019,101.4,oujda,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2018,100.4,oujda,2017
Santé,الصحة,2019,99.4,oujda,2017
Services ambulatoires,الخدمات الإسعافية,2019,99.6,oujda,2017
Services hospitaliers,الخدمات الإستشفائية,2019,100.0,oujda,2017
Services hospitaliers,الخدمات الإستشفائية,2018,100.0,oujda,2017
Transport,النقل,2021,104.8,oujda,2017
Transport,النقل,2019,101.5,oujda,2017
Achat de véhicules,شراء العربات,2020,94.5,oujda,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2020,93.5,oujda,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,102.9,oujda,2017
Services de transport,خدمات النقل,2021,117.4,oujda,2017
Services de transport,خدمات النقل,2019,105.1,oujda,2017
Communications,المواصلات,2020,104.9,oujda,2017
Services postaux,خدمات بريدية,2020,100.0,oujda,2017
Services postaux,خدمات بريدية,2019,100.0,oujda,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2021,86.8,oujda,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2021,106.1,oujda,2017
Loisirs et culture,الترفيه والثقافة,2020,100.1,oujda,2017
Loisirs et culture,الترفيه والثقافة,2019,98.9,oujda,2017
Loisirs et culture,الترفيه والثقافة,2018,99.6,oujda,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2021,90.7,oujda,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2020,92.2,oujda,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2019,90.5,oujda,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2018,97.9,oujda,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2019,100.0,oujda,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2020,100.7,oujda,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2021,103.2,oujda,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2020,101.8,oujda,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2019,101.3,oujda,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2020,100.7,oujda,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2018,100.2,oujda,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2020,106.4,oujda,2017
Enseignement,التعليم,2021,108.1,oujda,2017
Enseignement,التعليم,2020,107.7,oujda,2017
Enseignement,التعليم,2019,107.3,oujda,2017
Enseignement,التعليم,2018,105.2,oujda,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2021,113.1,oujda,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2018,110.6,oujda,2017
Enseignement secondaire,التعليم الثانوي,2021,110.0,oujda,2017
Enseignement secondaire,التعليم الثانوي,2020,109.9,oujda,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2020,100.0,oujda,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2018,100.0,oujda,2017
Enseignement supérieur,التعليم العالي,2021,100.0,oujda,2017
Enseignement supérieur,التعليم العالي,2019,100.0,oujda,2017
Enseignement supérieur,التعليم العالي,2018,100.0,oujda,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2021,100.0,oujda,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2019,100.0,oujda,2017
Restaurants et hôtels,مطاعم وفنادق,2020,104.1,oujda,2017
Restaurants et hôtels,مطاعم وفنادق,2019,102.6,oujda,2017
Restaurants et hôtels,مطاعم وفنادق,2018,100.1,oujda,2017
Services de restauration,خدمات المطاعم,2020,105.8,oujda,2017
Services de restauration,خدمات المطاعم,2018,99.6,oujda,2017
Services d'hébergement,خدمات الإيواء,2021,101.1,oujda,2017
Services d'hébergement,خدمات الإيواء,2020,99.6,oujda,2017
Services d'hébergement,خدمات الإيواء,2019,99.7,oujda,2017
Services d'hébergement,خدمات الإيواء,2018,101.5,oujda,2017
Biens et services divers,مواد وخدمات اخرى,2020,103.1,oujda,2017
Soins corporels,العناية بالجسد,2021,102.9,oujda,2017
Soins corporels,العناية بالجسد,2020,103.0,oujda,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2021,108.3,oujda,2017
Assurance,التأمين,2021,104.2,oujda,2017
Services financiers,الخدمات المالية,2021,100.8,oujda,2017
Autres services,خدمات أخرى,2021,104.0,oujda,2017
Autres services,خدمات أخرى,2020,104.0,oujda,2017
Autres services,خدمات أخرى,2019,104.0,oujda,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2021,100.6,meknes,2017
Produits alimentaires et boissons non alcoolisées,المواد الغذائية والمشروبات غير الكحولية,2020,99.7,meknes,2017
Produits alimentaires,المواد الغذائية,2021,100.8,meknes,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2021,95.9,meknes,2017
Boissons non alcoolisées,المشروبات غير الكحولية,2018,97.8,meknes,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2021,126.0,meknes,2017
Boissons alcoolisées et tabac,المشروبات الكحولية و التبغ,2018,108.5,meknes,2017
Boissons alcoolisées,المشروبات الكحولية,2020,100.0,meknes,2017
Boissons alcoolisées,المشروبات الكحولية,2019,100.0,meknes,2017
Boissons alcoolisées,المشروبات الكحولية,2018,100.0,meknes,2017
Articles d'habillement et chaussures,الملابس والأحذية,2021,102.2,meknes,2017
Articles d'habillement et chaussures,الملابس والأحذية,2020,101.1,meknes,2017
Articles d'habillement et chaussures,الملابس والأحذية,2018,100.1,meknes,2017
Articles d'habillement,الملابس,2021,102.5,meknes,2017
Articles d'habillement,الملابس,2020,101.3,meknes,2017
Chaussures,الأحذية,2018,99.6,meknes,2017
"Logement, eau, électricité, gaz et autres combustibles",السكن والماء والكهرباء والغاز ومحروقات أخرى,2020,101.8,meknes,2017
Loyers effectifs,الكراء الفعلي,2019,102.8,meknes,2017
Loyers effectifs,الكراء الفعلي,2018,100.3,meknes,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2021,108.8,meknes,2017
Entretien et réparation des logements,صيانة وإصلاح المساكن,2018,102.1,meknes,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2020,100.3,meknes,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2019,100.4,meknes,2017
"Electricité, gaz et autres combustibles",الكهرباء والغاز ومحروقات أخرى,2018,100.4,meknes,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2020,97.2,meknes,2017
"Meubles, articles de ménage et entretien courant du foyer",الأثاث والأدوات المنزلية والصيانة العادية للمنزل,2018,98.7,meknes,2017
"Meubles, articles d'ameublement, tapis et autres revetements de sol",الأثاث ومواد التأثيث والزرابي وأفرشة أرضية أخرى,2020,105.7,meknes,2017
Articles de ménage en textiles,مواد منزلية من النسيج,2019,99.5,meknes,2017
Appareils ménagers,الأجهزة المنزلية,2021,103.3,meknes,2017
Appareils ménagers,الأجهزة المنزلية,2020,100.4,meknes,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2019,100.8,meknes,2017
"Verrerie, vaisselle et ustensiles de ménage",مواد زجاجية، أواني وأدوات منزلية,2018,100.2,meknes,2017
Outillage et autre matériel pour la maison et le jardin,الأدوات والمعدات الأخرى للمنزل والحديقة,2018,99.9,meknes,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2020,91.1,meknes,2017
Biens et services liés à l'entretien courant du foyer,مواد وخدمات متعلقة بالصيانة المنزلية,2019,93.0,meknes,2017
Santé,الصحة,2020,100.8,meknes,2017
Santé,الصحة,2018,100.3,meknes,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2021,97.3,meknes,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2020,97.9,meknes,2017
"Produits, appareils et matériels médicaux",مواد وأجهزة ومعدات طبية,2019,98.7,meknes,2017
Services ambulatoires,الخدمات الإسعافية,2020,103.6,meknes,2017
Services ambulatoires,الخدمات الإسعافية,2019,102.1,meknes,2017
Services ambulatoires,الخدمات الإسعافية,2018,101.3,meknes,2017
Services hospitaliers,الخدمات الإستشفائية,2018,100.0,meknes,2017
Transport,النقل,2021,110.3,meknes,2017
Transport,النقل,2020,104.7,meknes,2017
Transport,النقل,2019,102.6,meknes,2017
Achat de véhicules,شراء العربات,2020,102.7,meknes,2017
Achat de véhicules,شراء العربات,2019,101.7,meknes,2017
Dépenses d'utilisation des véhicules,نفقات استعمال العربات,2018,103.9,meknes,2017
Services de transport,خدمات النقل,2020,119.2,meknes,2017
Services de transport,خدمات النقل,2019,104.7,meknes,2017
Communications,المواصلات,2020,105.1,meknes,2017
Communications,المواصلات,2018,101.3,meknes,2017
Services postaux,خدمات بريدية,2021,100.0,meknes,2017
Matériel de téléphonie et de télécopie,معدات الهاتف والفاكس,2020,95.7,meknes,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2020,106.3,meknes,2017
Services de téléphonie et de télécopie,خدمات الهاتف والفاكس,2018,101.6,meknes,2017
Loisirs et culture,الترفيه والثقافة,2019,102.0,meknes,2017
Loisirs et culture,الترفيه والثقافة,2018,100.3,meknes,2017
"Matériel audiovisuel, photographique et de traitementde l'information",المعدات السمعية البصرية والفوتوغرافية ومعدات معالجةالمعلومات,2021,103.0,meknes,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2020,100.0,meknes,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2019,100.0,meknes,2017
Autres biens durables à fonction  récréative et culturelle,مواد أخرى مستدامة ذات وظيفة إبداعية وثقافية,2018,100.0,meknes,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2020,101.8,meknes,2017
"Autres articles et matériel de loisirs, de jardinageet animaux de compagnie",مواد ومعدات أخرى للترفيه والبستنةوالحيوانات الأليفة,2019,101.4,meknes,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2021,104.7,meknes,2017
Services récréatifs et culturels,خدمات الترفيه والثقافة,2020,101.7,meknes,2017
"Journaux, livres et articles de papeterie",الصحف والكتب والمواد الورقية,2019,100.5,meknes,2017
Forfaits touristiques,الواجبات السياحية الجزافية,2020,106.9,meknes,2017
Enseignement préélémentaire et primaire,التعليم ما قبل الإبتدائي والإبتدائي,2020,111.6,meknes,2017
Enseignement secondaire,التعليم الثانوي,2020,105.8,meknes,2017
Enseignement secondaire,التعليم الثانوي,2019,102.7,meknes,2017
Enseignement secondaire,التعليم الثانوي,2018,101.7,meknes,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2021,100.0,meknes,2017
Enseignement postsecondaire non supérieur,التعليم ما بعد المرحلة الثانوية غير العالي,2018,100.0,meknes,2017
Enseignement supérieur,التعليم العالي,2019,103.4,meknes,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2020,100.0,meknes,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2019,100.0,meknes,2017
Enseignement non défini par niveau,التعليم غير المحدد بالمستوى,2018,100.0,meknes,2017
Restaurants et hôtels,مطاعم وفنادق,2018,100.4,meknes,2017
Services de restauration,خدمات المطاعم,2018,100.4,meknes,2017
Services d'hébergement,خدمات الإيواء,2021,100.2,meknes,2017
Services d'hébergement,خدمات الإيواء,2020,100.2,meknes,2017
Services d'hébergement,خدمات الإيواء,2019,100.2,meknes,2017
Biens et services divers,مواد وخدمات اخرى,2021,108.6,meknes,2017
Biens et services divers,مواد وخدمات اخرى,2020,107.5,meknes,2017
Soins corporels,العناية بالجسد,2020,108.0,meknes,2017
Soins corporels,العناية بالجسد,2018,105.1,meknes,2017
Effets personnels non classés ailleurs,أدوات شخصية غير مصنفة في مكان آخر,2018,102.1,meknes,2017
Assurance,التأمين,2021,103.9,meknes,2017
Assurance,التأمين,2020,103.9,meknes,2017
Assurance,التأمين,2019,99.8,meknes,2017
Assurance,التأمين,2018,100.0,meknes,2017
Services financiers,الخدمات المالية,2021,112.4,meknes,2017
Services financiers,الخدمات المالية,2018,104.4,meknes,2017
Autres services,خدمات أخرى,2018,105.8,meknes,2017
Indice général,الرقم الإستدلالي العام,2021,103.6,meknes,2017
Indice général,الرقم الإستدلالي العام,2019,101.3,meknes,2017
Indice général,الرقم الإستدلالي العام,2018,101.0,meknes,2017
Variation (en %),نسبة التغـيـر (%),2020,0.9,meknes,2017
Services postaux,خدمات بريدية,2016,130.2,marrakech,2006
Chaussures,الأحذية,2019,113.1,fes,2017
